Threshold,TP,FP,TN,FN,Recall,Precision,F1-Score,Sn,FPR,Acc
2.3999999999999595,1302,1996,147210,777,0.6262626262626263,0.3947847180109157,0.48428491724009676,0.986622521882498,0.013377478117502006,0.9816703572726972
2.499999999999959,1276,1813,147393,803,0.6137566137566137,0.41307866623502754,0.4938080495356038,0.9878490141147139,0.01215098588528607,0.982708133655022
2.599999999999959,1225,1630,147576,854,0.5892255892255892,0.4290718038528897,0.4965545196595055,0.9890755063469298,0.010924493653070244,0.983580659021053
2.6999999999999584,1166,1438,147768,913,0.5608465608465608,0.4477726574500768,0.49797138586376255,0.9903623178692545,0.00963768213074545,0.9844597944277357
2.799999999999958,1149,1371,147835,930,0.5526695526695526,0.45595238095238094,0.4996738421395956,0.9908113614733992,0.00918863852660079,0.9847902964603232
2.8999999999999577,1095,1211,147995,984,0.5266955266955267,0.4748482220294883,0.4994298745724059,0.9918837044086699,0.008116295591330092,0.9854909607694088
2.9999999999999574,1057,1141,148065,1022,0.5084175084175084,0.48089171974522293,0.49427168576104746,0.9923528544428508,0.007647145557149182,0.9857024820702648
3.099999999999957,1010,1075,148131,1069,0.4858104858104858,0.4844124700239808,0.4851104707012488,0.99279519590365,0.007204804096350048,0.985828072842648
3.1999999999999567,953,919,148287,1126,0.4583934583934584,0.5090811965811965,0.4824095165780815,0.9938407302655389,0.006159269734461126,0.9864824668671712
3.2999999999999563,895,810,148396,1184,0.4304954304954305,0.5249266862170088,0.4730443974630021,0.9945712638901921,0.005428736109807875,0.9868195789404105
3.399999999999956,851,748,148458,1228,0.4093314093314093,0.5322076297686054,0.46275149537792276,0.9949867967776095,0.0050132032223905165,0.986938559672142
3.4999999999999556,826,705,148501,1253,0.39730639730639733,0.5395166557805356,0.45761772853185595,0.9952749889414635,0.00472501105853651,0.9870575404038735
3.5999999999999552,788,666,148540,1291,0.37902837902837905,0.5419532324621733,0.446079818850835,0.9955363725319357,0.00446362746806428,0.9870641504445252
3.699999999999955,769,628,148578,1310,0.3698893698893699,0.5504652827487473,0.44246260069044874,0.9957910539790625,0.004208946020937465,0.9871897412169085
3.7999999999999545,737,578,148628,1342,0.3544973544973545,0.5604562737642586,0.4342958161461402,0.9961261611463346,0.0038738388536654345,0.98730872194864
3.899999999999954,727,560,148646,1352,0.3496873496873497,0.5648795648795649,0.4319667260843732,0.9962467997265525,0.003753200273447499,0.9873616022738539
3.999999999999954,639,486,148720,1440,0.30735930735930733,0.568,0.398876404494382,0.9967427583341153,0.0032572416658847025,0.9872690617047295
4.0999999999999535,614,442,148764,1465,0.29533429533429534,0.5814393939393939,0.3917065390749601,0.9970376526413147,0.00296234735868528,0.9873946524771128
4.199999999999953,543,370,148836,1536,0.2611832611832612,0.5947426067907996,0.3629679144385027,0.9975202069621865,0.002479793037813538,0.9874012625177645
4.299999999999953,490,323,148883,1589,0.2356902356902357,0.6027060270602707,0.338865836791148,0.9978352076994222,0.002164792300577756,0.9873616022738539
4.399999999999952,422,263,148943,1657,0.20298220298220299,0.6160583941605839,0.3053545586107091,0.9982373363001488,0.0017626636998512302,0.98730872194864
4.499999999999952,369,209,148997,1710,0.1774891774891775,0.6384083044982699,0.27775686864885213,0.9985992520408027,0.0014007479591973127,0.9873153319892918
4.599999999999952,346,194,149012,1733,0.16642616642616642,0.6407407407407407,0.2642229858724704,0.9986997841909843,0.0013002158090157367,0.9872624516640778
4.699999999999951,305,139,149067,1774,0.1467051467051467,0.6869369369369369,0.24177566389219182,0.9990684020749836,0.000931597925016403,0.9873549922332022
4.799999999999951,260,116,149090,1819,0.12506012506012507,0.6914893617021277,0.21181262729124237,0.9992225513719287,0.0007774486280712756,0.9872095713388638
4.899999999999951,222,96,149110,1857,0.10678210678210678,0.6981132075471698,0.18523153942428036,0.9993565942388376,0.0006434057611623967,0.9870905906071322
4.99999999999995,157,74,149132,1922,0.07551707551707551,0.6796536796536796,0.13593073593073593,0.9995040413924373,0.0004959586075626854,0.986806358859107
5.09999999999995,138,68,149138,1941,0.06637806637806638,0.6699029126213593,0.12078774617067833,0.9995442542525099,0.00045574574749007724,0.9867204283306342
5.1999999999999496,114,58,149148,1965,0.05483405483405483,0.6627906976744186,0.10128831630386495,0.9996112756859644,0.0003887243140355823,0.9866278877615098
5.299999999999949,96,53,149153,1983,0.046176046176046176,0.6442953020134228,0.08617594254937162,0.9996447864026916,0.0003552135973083903,0.986541957233037
5.399999999999949,93,53,149153,1986,0.044733044733044736,0.636986301369863,0.08359550561797753,0.9996447864026916,0.0003552135973083903,0.9865221271110818
5.4999999999999485,55,40,149166,2024,0.026455026455026454,0.5789473684210527,0.05059797608095675,0.9997319142661824,0.0002680857338176468,0.986356876094788
5.599999999999948,55,40,149166,2024,0.026455026455026454,0.5789473684210527,0.05059797608095675,0.9997319142661824,0.0002680857338176468,0.986356876094788
5.699999999999948,27,22,149184,2052,0.012987012987012988,0.5510204081632653,0.025375939849624062,0.9998525528464003,0.00014744715359971128,0.9862907756882705
5.799999999999947,11,14,149192,2068,0.005291005291005291,0.44,0.010456273764258554,0.9999061699931638,9.383000683615972e-05,0.9862378953630565
5.899999999999947,11,14,149192,2068,0.005291005291005291,0.44,0.010456273764258554,0.9999061699931638,9.383000683615972e-05,0.9862378953630565
5.999999999999947,0,0,149206,2079,0.0,,,1.0,0.0,0.9862577254850118
6.099999999999946,0,0,149206,2079,0.0,,,1.0,0.0,0.9862577254850118
6.199999999999946,0,0,149206,2079,0.0,,,1.0,0.0,0.9862577254850118
6.299999999999946,0,0,149206,2079,0.0,,,1.0,0.0,0.9862577254850118
6.399999999999945,0,0,149206,2079,0.0,,,1.0,0.0,0.9862577254850118
6.499999999999945,0,0,149206,2079,0.0,,,1.0,0.0,0.9862577254850118
6.599999999999945,0,0,149206,2079,0.0,,,1.0,0.0,0.9862577254850118
6.699999999999944,0,0,149206,2079,0.0,,,1.0,0.0,0.9862577254850118
6.799999999999944,0,0,149206,2079,0.0,,,1.0,0.0,0.9862577254850118
6.8999999999999435,0,0,149206,2079,0.0,,,1.0,0.0,0.9862577254850118
